codigo_departamento;nombre_departamento;codigo_municipio;nombre_municipio;codigo_postal;tipo;limite_norte;limite_sur;limite_este;limite_oeste;longitud_centroide;latitud_centroide;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal
50;META;50568;PUERTO GAITAN;502,049;Rural;RÍO GUARROJO;CAÑO MARRA Y RUBIALES;MUNICIPIO CUMARIBO;VÍA LAS CULATAS-LOS KIOSCOS;-71-3401843469905;4-02346371738389;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05665;SAN PEDRO DE URABA;57,839;Rural;VÍA SAN P DE URABA;MUNICIPIO TURBO;MUNICIPIO VALENCIA;MUNICIPIO TURBO;-76-3808086247834;8-20681036812442;Sin Informacion de Barrios;Alto de Rosario- Alto San Juan-  Angostura-  El Aji-  La Cabaña-  La Rula-  Mayupa-  Piru-  San Juancito-  San Juancito Bajo-  Santa Rosa-  Tacanal-  Tres Esquinas
23;CORDOBA;23555;PLANETA RICA;233,057;Rural;ARROYO TREMENTINAL;M. MONTELI. Y VÍA S. FCO. DE R.-MARAÑONAL;VÍA SAN FCO. DE RAYO-MEDIO RANCHO;MPIO. TIERRALTA Y MONTERIA;-75-706114147781;8-22796727370348;Sin Informacion de Barrios;Arroyón- La Fé-  La Manta
15;BOYACA;15224;CUCAITA;154,060;Urbano;CL 9;CL 3;LIMITE URBANO;KR 10;-73-4545922118489;5-54302026074959;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52036;ANCUYA;526,001;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-5145667931425;1-2624197752362;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19130;CAJIBIO;190,507;Rural;MUNICIPIO MORALES;MUNICIPIO EL TAMBO;VÍA DINDE-LOMA EL DIVISO;MUNICIPIO EL TAMBO;-76-8112880593689;2-67721361005539;Sin Informacion de Barrios;Aguanegra- Andes-  Chimborazo
15;BOYACA;15542;PESCA;152,460;Urbano;CL 13;LIMITE URBANO;LIMITE URBANO;KR 9;-73-0509391501475;5-55842835056956;Sin Informacion de Barrios;Comunidad- Santa Barbara
13;BOLIVAR;13433;MAHATES;131,048;Rural;VIA SAN CAYETANO-SINCERIN;MUNICIPIO MARIA LA BAJA;M. SAN JUAN NEPOMUCENO;MUNICIPIO ARJONA;-75-2070230354792;10-0936200633855;ARROYO VIEJO- CARRETERA- CONCEPCION 1- CONCEPCION 2- EL CAMPITO- EL CAMPO- EL VIZO- KENNEDY- LA PLAZA- NUEVO HORIZONTE- RINCON GUAPO- SAGRADO CORAZON;Malagana- Pava
23;CORDOBA;23570;PUEBLO NUEVO;233,007;Rural;MUNICIPIO CIÉNAGA DE ORO;MUNICIPIO PLANETA RICA;VÍA PLANETA RICA-SAHAGÚN;MUNICIPIO SAN CARLOS;-75-5592788811508;8-55010779451521;Sin Informacion de Barrios;Sin Informacion de Veredas
47;MAGDALENA;47745;SITIONUEVO;477,008;Rural;MAR CARIBE;VÍA SANTA MARTA-B/QUILLA.;MAR CARIBE Y MPIO. PUEBLOVIEJO;MUNICIPIO BARRANQUILLA;-74-7374712461789;11-0310865867251;Sin Informacion de Barrios;Sin Informacion de Veredas
50;META;50330;MESETAS;505,007;Rural;MUNICIPIO LEJANIAS;RÍO PEÑAS;MPIO. SAN J. DE ARAMA;MUNICIPIO URIBE;-74-1408028045669;3-39645752039252;Sin Informacion de Barrios;Sin Informacion de Veredas
27;CHOCO;27615;RIOSUCIO;278,058;Rural;RÍO SALAQUÍ Y ATRATO;MPIO. JURADÓ Y BAHIA SOLANO;MUNICIPIO CARMEN DEL DARIÉN;MUNICIPIO JURADÓ;-77-3886520456069;7-17371295504148;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52019;SAN JOSE DE ALBAN;520,557;Rural;MUNICIPIO SAN BERNARDO;M. BUESACO Y EL TABLÓN DE GÓ.;MPIO. EL TABLÓN DE GÓMEZ;M. ARBOLEDA Y SAN PEDRO DE CARTAGO;-77-068298372709;1-47035917764208;Sin Informacion de Barrios;Alto de Las Estrellas- Belen-  Doña Juana-  El Socorro-  Guarangal-  La Primavera-  Los Yungas-  Plan Aradas-  San Bosco-  Tambo Alto-  Tambo Bajo
25;CUNDINAMARCA;25483;NARIÑO;252,830;Urbano;LIMITE URBANO;CL 1;CL 17;LIMITE URBANO;-74-8267372841229;4-39919216020337;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68615;RIONEGRO;687,527;Rural;M. EL PLAYÓN Y RÍO CÁCHI. DEL SUR;MUNICIPIO LEBRIJA;VÍA EL PLAYÓN-B/MANGA.;MUNICIPIO LEBRIJA;-73-2136297927042;7-31796160440479;Sin Informacion de Barrios;Bocas- El Oso-  Filo de Cruces-  La Aguada-  Zaragoza
68;SANTANDER;68167;CHARALA;682,557;Rural;MUNICIPIO MOGOTES;RÍO GUACHA;M. COROMORO Y ENCINO;M. OCAMONTE Y RÍO GUACHA;-73-1027236118096;6-28680840019695;Sin Informacion de Barrios;Carrillo- Colacote-  Palma Alta-  Riachuelo
70;SUCRE;70820;SANTIAGO DE TOLU;706,018;Rural;ARROYO PECHELÍN;MUNICIPIO PALMITO;MPIO. TOLU VIEJO Y SINCELEJO;MPIO. COVEÑAS Y MAR CARIBE;-75-5643640552939;9-45060066362186;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76318;GUACARI;763,507;Rural;MPIO. GUA. DE BUGA;MUNICIPIO EL CERRITO;M. GINEBRA Y VÍA GUABITAS-SONSO;MUNICIPIO YOTOCO;-76-3473548541516;3-76376530726833;Sin Informacion de Barrios;Sin Informacion de Veredas
91;AMAZONAS;91798;TARAPACA;911,037;Rural;MUNICIPIO LA PEDRERA;RÍO PUTUMAYO;BRAZIL;RÍO ALEGRÍA;-69-7958665176073;-2-38521486063968;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76890;YOTOCO;761,040;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-3830851697163;3-86063201776517;Sin Informacion de Barrios;Sin Informacion de Veredas
20;CESAR;20001;VALLEDUPAR;200,007;Rural;RIO BADILLO;RIO TIMANA- GUAT. Y PONTÓN;MUNICIPIO SAN J. DEL CESAR;MUNICIPIO ARACATACA;-73-4254317290189;10-7768403823472;Sin Informacion de Barrios;Sin Informacion de Veredas
13;BOLIVAR;13490;NOROSI;134,510;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-74-0375776443254;8-52773030455853;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08001;BARRANQUILLA;80,015;Urbano;KR  38;KR  6;CL  83 Y 109;LIMITE URBANO;-74-844389877749;10-9663360966865;Ciudad Modesto- El Pueblo- La Manga- La Pradera- Las Estrellas- Los Angeles- Los Olivos I- Los Olivos II- Por Fín- Terrenos Pastoral Social;Sin Informacion de Veredas
5;ANTIOQUIA;05579;PUERTO BERRIO;53,427;Rural;M. REMEDIOS Y YONDO;RÍO SWAN;MPIO. YONDO Y CIMITARRA;MPIO. YOLOMBO Y MACEO;-74-4827423793287;6-62387621497959;Sin Informacion de Barrios;San Bartolo- San Juan de Bedout-  Santa Clara-  Santa Martina
20;CESAR;20250;EL PASO;201,038;Rural;RÍO CESAR Y MPIO. BECERRIL;MUNICIPIO CHIRIGUANÁ;MPIO. LA JAGUA DE IBIRICO;MUNICIPIO ASTREA;-73-6275321222852;9-59398691045425;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25807;TIBIRITA;250,820;Urbano;CL 8;CL 1;KR 1;KR 5 BIS;-73-5047096010982;5-05242367536073;Sin Informacion de Barrios;Sin Informacion de Veredas
70;SUCRE;70418;LOS PALMITOS;701,050;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-2681573149051;9-38017295902068;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05642;SALGAR;56,478;Rural;VIA SALGAR - CARMEN DE ATRATO;M. TARSO- PUEBLORRICO Y CIUDAD B.;MPIO. VENECIA Y TARSO;M. EL CARMEN DE A. Y CIUDAD B.;-75-9476818413435;5-9305022794631;Sin Informacion de Barrios;Cajón Largo- Chaquiro Abajo-  Chaquiro Arriba-  El Clavel-  La Taborda-  Morritos
70;SUCRE;70771;SUCRE;703,037;Rural;MUNICIPIO MAGANGUÉ;MPIO. MAJAGUAL Y ACHI;MUNICIPIO MAGANGUÉ;CAÑO EL MAMÓN;-74-6743864710088;8-86847825074182;Sin Informacion de Barrios;Sin Informacion de Veredas
41;HUILA;41306;GIGANTE;414,008;Rural;VÍA GIGANTE-CUCHILLA MIRAFLORES;MPIO. GARZÓN Y EL PAUJIL;MUNICIPIO ALGECIRAS;VÍA GIGANTE-ZULUAGA;-75-4658998434354;2-33757501190684;Sin Informacion de Barrios;ALTO CACHAYA- ALTO COROZAL-  ALTO DE LAS AGUILAS-  ALTO SILVANIA-  ALTO TRES ESQUINAS-  CACHAYA-  EL COGOLLO-  EL RODEO-  El Vergel-  GRAN VIA-  LA CHIQUITA-  LA ESTACION-  LA PALMA-  LA PRADERA-  LA UMBRIA-  LA VEGA-  LOS OLIVOS-  LOS PINOS-  QUEBRADITAS
5;ANTIOQUIA;05034;ANDES;56,067;Rural;M. BETANI Y HISPANIA;RÍO PERMANENTE;MUNICIPIO JERICO;MUNICIPIO BAGADO;-75-9391709046017;5-66291927775387;Las Mercedes;Area sin Levantar- Buenos Aires-  Cabecera Municipal-  Cajones-  Cristiania-  El Troya-  La Aguada-  La Florida-  La Irene-  La Italia-  La Linda-  La Pica-  La Puria-  La Raya-  La Rochela-  Las Animas-  Morro Amarillo-  Mulatico-  Río Frío-  San Bartolo
47;MAGDALENA;47570;PUEBLOVIEJO;478,048;Rural;MAR CARIBE;MPIO. EL RETÉN Y ARACATACA;M. CIENAGA Y ZONA BANANERA;MUNICIPIO SITIONUEVO;-74-3617733727849;10-8474763331886;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08638;SABANALARGA;85,007;Rural;MPIO. USIACURÍ Y BARANOA;VÍA LURUACO-SABANALARGA;VÍA SABANALARGA-B/QUILLA.;MPIO. LURUACO Y PIOJO;-74-9795382228732;10-6756372748234;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68255;EL PLAYON;687,507;Rural;MUNICIPIO CACHIRA;VIA EL PLAYÓN-EL PINO;RÍO (PERMANENTE);VIA B/MANGA-LA ESPERANZA;-73-1841843119972;7-56827603703817;Sin Informacion de Barrios;San Francisco
76;VALLE DEL CAUCA;76834;TULUA;763,029;Rural;M. BUGALAGRANDE;MUNICIPIO G. DE BUGA;MUNICIPIO SEVILLA;VIA MONTELORO - LA MORALIA;-75-9642457617148;4-0136849742978;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19450;MERCADERES;195,067;Rural;M. BOLÍVAR Y Q/DA. PATAQUEJO;MUNICIPIO FLORENCIA;MUNICIPIO BOLÍVAR;Q/DA. LAS PALMAS;-77-0863884657825;1-77823964359084;Sin Informacion de Barrios;Bellavista- El Rosario-  La Betania-  Las Palmas-  Marcella
44;LA GUAJIRA;44078;BARRANCAS;443,049;Rural;MUNICIPIO HATONUEVO;MUNICIPIO FONSECA;PAÍS VENEZUELA;VÍA HATONUEVO-FONSECA;-72-6540931191064;10-9810468942512;Sin Informacion de Barrios;Sin Informacion de Veredas
85;CASANARE;85015;CHAMEZA;856,038;Rural;MPIO. RECETOR Y RÍO (PERMANENTE);MPIO. PÁEZ Y TAURAMENA;MUNICIPIO TAURAMENA;MPIO. AQUITANIA Y PÁEZ;-72-8848450992188;5-18058237751416;Modelo;Barriales- Centro Norte-  Centro Sur-  CHuyagua-  Comogo-  El Sunce-  El Vegon-  Guruvita-  La Palma-  Mundo Viejo-  Sinagaza-  Teguita Alta-  Teguita Baja
68;SANTANDER;68432;MALAGA;682,017;Rural;MUNICIPIO CONCEPCIÓN;MPIO. SAN JOSE DE MIRANDA;VÍA CONCEP.-SAN JOSE DE MIRANDA;M. SAN ANDRES Y MOLAGAVITA;-72-7455972690863;6-72696953814619;Sin Informacion de Barrios;C. Pangote- Potrero de rodriguez-  Yerbabuena
5;ANTIOQUIA;05411;LIBORINA;51,460;Urbano;CL 16;CL 6;LIMITE URBANO;LIMITE URBANO;-75-812193350169;6-67777618084574;Sin Informacion de Barrios;Sin Informacion de Veredas
47;MAGDALENA;47001;SANTA MARTA;470,005;Urbano;Q.TAM-R. MANZ-M. CAR;CERRO RODADERO;LIMITE URBANO;M. CARIBE- CERRO RODA;-74-2002096286346;11-2052006771842;1 de Mayo- Corea- El Pando- Las Acacias- Las Américas- Las Colonias- Loma Fresca- Manzanares- Martinete- María Eugenia- Pastrana- San José del Sur;Sin Informacion de Veredas
73;TOLIMA;73283;FRESNO;731,568;Rural;RÍO MEDINA Y VÍA FRESNO-PADUA;M. CASABIAN.- PALOCABILDO Y FALAN;MUNICIPIO MARIQUITA;MUNICIPIO HERVEO;-75-0397727487928;5-16226751421436;Sin Informacion de Barrios;San José
19;CAUCA;19022;ALMAGUER;194,087;Rural;MPIO. SUCRE Y LA VEGA;MUNICIPIO BOLÍVAR;M. LA VEGA Y VÍA LA VEGA-BOLÍVAR;MUNICIPIO BOLÍVAR;-76-8645451643285;1-93323944695368;Sin Informacion de Barrios;El Diviso- Julián-  La Playa-  Ledezma-  Los Remedios-  Villa María
66;RISARALDA;66383;LA CELIA;662,030;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-0032158388495;5-00331540830899;Sin Informacion de Barrios;Altomira- Casco Urbano-  El Brillante-  El tigre-  La Capilla
70;SUCRE;70820;SANTIAGO DE TOLU;706,017;Rural;MUNICIPIO SAN ONOFRE;ARROYO PECHELÍN;MUNICIPIO TOLU VIEJO;MAR CARIBE;-75-5190805351159;9-57631374077863;Tol· Nuevo;Sin Informacion de Veredas
11;BOGOTA- D.C.;11001;LOCALIDAD USME;110,521;Urbano;CL  55 S;CL  84 S;LIMITE URBANO;AK  51;-74-0915210351485;4-51772646381016;Alaska- Arrayanes I- Arrayanes V- Barranquillita- Bolonia- Bolonia I- Bolonia I- Ciudad Londres- Ciudad Londres Rural- Danubio- Danubio II- Doña Liliana- Duitama- El Curubo- El Nevado- El Nevado II- El Pedregal- El Pedregal- Fiscala Alta- Gran Yomasa- Jua;Sin Informacion de Veredas
50;META;50606;RESTREPO;501,038;Rural;MUNICIPIO CUMARAL;MPIO. VILLAVICENCIO Y PTO. LÓPEZ;MPIO. CUMARAL Y PTO. LÓPEZ;RÍO CANEY;-73-3560534852162;4-17408815706119;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15673;SAN MATEO;151,207;Rural;MUNICIPIO MACARAVITA;M. LA UVITA Y EL COCUY;M. GUACAMAYAS Y PANQUEBA;MUNICPIO BOAVITA;-72-5606894131688;6-40720194790009;Sin Informacion de Barrios;Cuicas Ramada- Guayabal-  La Palma-  Vijal
73;TOLIMA;73443;MARIQUITA;732,020;Urbano;LIMITE URBANO;LIMITE URBANO;CL 18;CL 1 N;-74-8894837901504;5-20021346211831;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68444;MATANZA;680,561;Urbano;KR 1;KR 7;LIMITE URBANO;CL 10;-73-0160971271258;7-32282738193379;Sin Informacion de Barrios;Sin Informacion de Veredas
86;PUTUMAYO;86568;PUERTO ASIS;862,068;Rural;MUNICIPIO PUERTO CAICEDO;PAÍS ECUADOR;RÍO PINUNA BLANCO;VÍA PTO. CAICEDO-PTO. VEGA;-76-3820463162739;0-524106929032541;34 B La Montañita- 46 B Londres;Alea- Bajo Santa Helena-  Belén-  Buenavista-  Chufiyá-  Comandante-  El Águila-  El Danubio-  El Marmato-  El Marmato-  El Paraíso-  Jerusalén-  La Danta-  La Rosa-  Las Acacias-  Los Camios-  Los Camios-  Nuevo Diamante-  San Ignacio-  Sardinas Mansoya-
5;ANTIOQUIA;05890;YOLOMBO;53,020;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-0138414942246;6-59532357973052;Sin Informacion de Barrios;Altavista- El Bosque
76;VALLE DEL CAUCA;76001;CALI;760,010;Urbano;KR  7;AK SUR ORIENTAL;CL  44;CL  26 Y 25;-76-511177406715;3-44632000193604;Atanasio Giraldo- Benjamín Herrera- El Troncal- Industrial- La Floresta- Las Américas- Municipal- Parque de La Caña- Primitivo Crespo- Rafael Uribe Uribe- Saavedra Galindo- Santa Mónica Polpular- Santafé- Simón Bolívar;Sin Informacion de Veredas
66;RISARALDA;66440;MARSELLA;661,047;Rural;MPIO. BELALCAZAR Y CHINCHINÁ;VÍA CHINCHI.-MARSELLA Y RÍO (PERMANENTE);MPPIO. CHINCHINÁ Y STA. R. DE CABAL;MUNICIPIO BELALCAZAR;-75-7521710793587;4-97935835097127;Sin Informacion de Barrios;Altamira- Alto Cauca-  Argentina-  Beltran-  Buena Vista-  Corozal-  Cuchilla Atravesada-  El Kiosco-  El Pajui-  La Armenia-  La Linda-  La Miranda-  La Nubia-  La Palma-  La Turqueza-  Las Delicias-  Manga Bonita-  Monterredondo-  San Isidro-  San Jose
44;LA GUAJIRA;44098;DISTRACCION;444,008;Rural;RÍO RANCHERÍA;M. FONSECA Y SAN J. DEL CESAR;MUNICIPIO FONSECA;MPIO. SAN J. DEL CESAR;-72-9205557705029;10-8685656526107;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68673;SAN BENITO;685,537;Rural;MPIO. AGUADA Y GUADALUPE;M. GÜEPSA Y SAN JOSE DE PARE;MPIO. SUAITA Y SANTANA;M. AGUADA- LA PAZ Y CHIPATÁ;-73-527954223393;6-09910798551203;Sin Informacion de Barrios;Carrero- El Amarillo-  El Junco-  San Isidro-  San Lorenzo-  San Roque-  Santa Bárbara-  Zaque
5;ANTIOQUIA;05059;ARMENIA;55,860;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-7870336846005;6-1562140098585;Sin Informacion de Barrios;Sin Informacion de Veredas
41;HUILA;41357;IQUIRA;412,060;Urbano;AYAGUARA Y TERUEL;CL 5 S;KR 13;KR 3;-75-6349855390344;2-64992368521791;Sin Informacion de Barrios;CACHIMBO- CHAPARRO-  EL RECREO-  IBIRCO-  SANTA BARBARA
8;ATLANTICO;08832;TUBARA;81,027;Rural;MUNICIPIO PUERTO COLOMBIA;MUNICIPIO BARANOA;MUNICIPIO GALAPA;VIA TUBARA - BARRANQUILLA;-74-9576677828462;10-8901934079713;Sin Informacion de Barrios;Sin Informacion de Veredas
47;MAGDALENA;47318;GUAMAL;473,027;Rural;M. SAN SEBASTIÁN DE BUENAVISTA;VÍA GUAMAL-SAN ANTONIO;VÍA SAN ANTONIO-ASTREA;M. SAN FDO. Y SAN SEBAS. DE BUENAVIS.;-74-176099541107;9-26976573421314;Sin Informacion de Barrios;Bellavista- El Coco-  La Ceiba-  La Pacha-  Las Margaritas-  Paraco-  Pedregoza-  Pedregoza-  Playas Blancas-  Salvadora-  San Antonio-  Santa Teresita-  Venero
13;BOLIVAR;13744;SIMITI;135,027;Rural;MUNICIPIO MORALES;CAÑO BARBÚ Y Q/DA. INANEA;MPIO. PUERTO WILCHES;MPIO. SANTA ROSA DEL SUR;-73-9223422562455;7-98461501536963;Sin Informacion de Barrios;Ánimas Bajas- Babilonia-  Balón-  Betel-  Buena Vista-  Cabecera Municipal-  Campo Alegre-  Campo Payares-  Cargadero-  Cerro Azul-  Ciénaga de Burgos-  Ciénaga de Pita-  Ciénaga de Simití-  Ciénaga Nueva-  El Cañito-  El Pinal-  El Silencio-  Fontes-  Ga
5;ANTIOQUIA;05789;TAMESIS;56,020;Urbano;LIMITE URBANO;CL 4;LIMITE URBANO;LIMITE URBANO;-75-7142470331667;5-66512189412464;Sin Informacion de Barrios;El Encanto
5;ANTIOQUIA;05360;ITAGÜI;55,410;Urbano;CL 86A Y LIMITE URBANO;CL 56- 60- 62 Y 63;TV  52D Y KR  52D;LIMITE URBANO;-75-6058703045899;6-18818280308153;Balcones de Sevilla- Calatrava- El Progreso- Ferrara- La Aldea- Loma Linda- Santa María No 1- Terranova;Ajizal- El Porvenir-  El Predegal-  El Progreso-  El Rosario-  Los Gómez
8;ATLANTICO;08436;MANATI;85,027;Rural;MPIO. SABANALARGA;MPIO. SANTA LUCIA;MPIO. CANDELARIA;MPIO. REPELÓN;-74-9861027097637;10-4511221948914;Sin Informacion de Barrios;Sin Informacion de Veredas
44;LA GUAJIRA;44001;RIOHACHA;440,001;Urbano;MAR CARIBE;CL 15;LIMITE URBANO;LIMITE URBANO;-72-9201107438846;11-5418070760886;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25596;QUIPILE;253,030;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-74-5334633923456;4-74473379215203;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25815;TOCAIMA;252,848;Rural;MUNICIPIO JERUSALÉN;M. AGUA DE DIOS Y NILO;MPIO. APULO Y VIOTÁ;VIA JERUSA.-TOCAIM.-AGUA DE D.;-74-6103735840583;4-45467518192754;Sin Informacion de Barrios;ARMENIA
20;CESAR;20770;SAN MARTIN;205,050;Urbano;CL 9 A;LIMITE URBANO;KR 15;LIMITE URBANO;-73-5127506794772;8-0034527995241;Sin Informacion de Barrios;Sin Informacion de Veredas
23;CORDOBA;23001;MONTERIA;230,007;Rural;MPIO. PTO. ESCONDIDO Y SAN PELAYO;VÍA MONTERIA-PUERTO REY;VÍA SANTA LUCIA-BUENOS AIRES;MPIO. PTO. ESCONDIDO Y LAS CORDOBAS;-76-092686047316;8-89466071885028;Sin Informacion de Barrios;Aguas Vivas- Cucharal-  El Tigre-  La Lucha-  Morindó Central-  Morindó Santa Fe-  Morindó Santo Domingo
44;LA GUAJIRA;44430;MAICAO;442,008;Rural;M. MANAURE- URIBIA Y ARROYO WUIINPESHI;VÍA MARACAIBO-RIOHACHA;PAÍS VENEZUELA;MUNICIPIO MANAURE;-72-2475786207568;11-4604656927167;7 de Agosto;Sin Informacion de Veredas
68;SANTANDER;68867;VETAS;680,527;Rural;MPIO. CALIFORNIA Y CUCUTILLA;MPIO. CHARTA- TONA Y SILOS;MUNICPIO MUTISCUA;MPIO. CALIFORNIA Y SURATÁ;-72-8813774296443;7-32263530075301;Sin Informacion de Barrios;Angosturas- El Centro-  La Baja-  Pantanos-  Santa ?rsula
27;CHOCO;27077;BAJO BAUDO;275,038;Rural;RÍO BAUDO Y MPIO. MEDIO BAUDO;MPIO. EL LITORAL DEL SAN JUAN;MUNICIPIO ISTMINA;OCÉANO PACÍFICO;-77-1755990912436;4-76689514154361;Sin Informacion de Barrios;Sin Informacion de Veredas
13;BOLIVAR;13600;RIO VIEJO;134,507;Rural;M. REGIDOR Y SAN MARTÍN DE LOBA;M. ARENAL- MORALES Y VIA ARE.-PTO RIC.;MUNICIPIO LA GLORIA;MUNICPIO TIQUISIO;-73-9959259352048;8-49135670334061;Sin Informacion de Barrios;Sin Informacion de Veredas
94;GUAINIA;94886;CACAHUAL;941,017;Rural;CAÑO CHANGUITA Y PAÍS VENEZUELA;PAÍS VENEZUELA;PAÍS VENEZUELA;CAÑO CHIGUIRE Y RÍO (PERMANENTE);-67-4956720441214;3-45795457571785;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05001;MEDELLIN;50,027;Rural;RELIEVE MONTAÑOSO (ALTAVISTA);MUNICPIO ITAGUI;LIMITE URBANO;CAMINO ITAGUI - ALTAVISTA;-75-6283232133218;6-21364556300165;Sin Informacion de Barrios;Aguas Frías
17;CALDAS;17442;MARMATO;178,007;Rural;MUNICIPIO CARAMANTA;MPIO. SUPIA Y LA MERCED;MUNICIPIO PACORA;MUNICIPIO SUPIA;-75-6001520592847;5-49147348963714;Sin Informacion de Barrios;Sin Informacion de Veredas
50;META;50223;CUBARRAL;506,001;Urbano;LIMITE URBANO;CL 1;LIMITE URBANO;KR 12A;-73-8384870940197;3-79415847204524;Sin Informacion de Barrios;El Vergel- San Miguel
5;ANTIOQUIA;05001;MEDELLIN;50,013;Urbano;CL 65 Y LIMITE URBANO;CL  49;K 19-C 52A-C 56C-K 17AB-K 23 Y L. U.;KR  39 Y 35;-75-5472882729104;6-24798570504578;Barrio Caycedo- El Pinal- Enciso- La Ladera- La Libertad- LLanaditas- Los Mangos- Sucre- Trece de Noviembre;Sin Informacion de Veredas
11;BOGOTA- D.C.;11001;LOCALIDAD ENGATIVA;111,061;Urbano;AC  80;AC 63;AK  68;AK  72;-74-0917513219404;4-6804217713821;Bellavista Occidental- Bonanza- Bosque Popular- El Laurel- La Cabaña- La Estrada- La Estradita- Las Ferias- Las Ferias Occidental- Palo Blanco- San Joaquín;Sin Informacion de Veredas
50;META;50590;PUERTO RICO;503,067;Rural;MPIO. PUERTO LLERAS;M. PTO. CONCORDIA Y RÍO CAFRE;M. MAPIRIPÁN Y PTO. CONCORDIA;RÍO ARIARI;-73-0322191504294;2-85874433533547;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52320;GUAITARILLA;525,507;Rural;MPIO. ANCUYÁ Y CONSACÁ;MUNICIPIO IMUES;M. CONSACÁ Y YACUANQUER;Q/DA. GRANADILLO Y RELIEVE M.;-77-5025843579348;1-15349593272305;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15442;MARIPI;154,828;Rural;M. SAN PABLO DE BORBUR;MUNICIPIO COPER;VÍA MAPIRIPI - PAUNA;MUNICIPIO MUZO;-74-0437070702056;5-56536407641283;Sin Informacion de Barrios;Aguita alta- Guazo-  La Concepción-  La Honda-  La Peña-  Niausa-  Paunita-  Piache y Apicha-  Sabaneta-  Santa Rosa-  Topo Grande
19;CAUCA;19075;BALBOA;195,537;Rural;MUNICIPIO PATÍA;MUNICIPIO PATÍA;MUNICIPIO PATÍA;RÍO CAPITANES;-77-1350090063111;2-10276617881397;Sin Informacion de Barrios;Capitanes
52;NARIÑO;52250;EL CHARCO;527,527;Rural;OCÉANO PACÍFICO;Q/DA. HILARIO Y LA LAGUNA;MUNICIPIO SANTA BÁRBARA;MUNICIPIO LA TOLA;-78-1328015077644;2-55086477338773;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15757;SOCHA;151,640;Urbano;CL 9A;CL 1;KR 1;KR 13;-72-6916276766331;5-99693090384221;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73319;GUAMO;733,557;Rural;VÍA GUAMO-SAN LUIS;VÍA GUAMO-ORTEGA;LIMITE URBANO;MUNICIPIO SAN LUIS;-75-0352888772225;4-05268797496291;Sin Informacion de Barrios;Cañada Alta- El Badeo-  Loma de Luisa-  Pringamosal El Tuno-  Pringamosal Los Pasos-  Pringamosal Oval
68;SANTANDER;68179;CHIPATA;685,557;Rural;MPIO. VELEZ Y LA PAZ;MUNICIPIO VELEZ;M. LA PAZ- SAN BENITO Y GUEP.;MUNICIPIO VELEZ;-73-6333200641116;6-06911032373227;Sin Informacion de Barrios;Batan- Casas Blancas-  El Hato-  LLano de San Juan-  Mulatal-  San Miguel
25;CUNDINAMARCA;25885;YACOPI;253,840;Urbano;CL 17;CL 1;KR 1;KR 8;-74-3384552785565;5-45948935102325;Sin Informacion de Barrios;Sin Informacion de Veredas
